
id10	552.98783377	63.8312	0.1038961038961	0.8961038961039	0	
id20	678.58078108	65.8054	0.097297297297297	0.9027027027027	0	
id21	300.78832424	62.4545	0.27272727272727	0.72727272727273	0	
id22	92.48798049	57.7927	0.47560975609756	0.52439024390244	0	
id23	332.44321404	61.2105	0.15789473684211	0.84210526315789	0	
id24	43.86146689	56.5488	0.59637188208617	0.40362811791383	0	
id25	207.98411174	59.8523	0.3489932885906	0.6510067114094	0	
id27	227.76404083	60.2167	0.24166666666667	0.75833333333333	0	
id28	80.09889375	58.0833	0.46666666666667	0.53333333333333	0	
id29	543.41551404	64.0351	0.14035087719298	0.85964912280702	0	
id311	426.67874211	62.1404	0.15789473684211	0.84210526315789	0	
id351	281.78351452	55.4677	0.53225806451613	0.46774193548387	0	
id371	62.58425405	57.1892	0.59797297297297	0.40202702702703	0	
id431	86.62419040	57.7528	0.52808988764045	0.47191011235955	0	
id451	181.72972561	53.9756	0.53658536585366	0.46341463414634	0	
id471	111.41543667	60.7667	0.15	0.85	0	
id531	110.62873077	75.6333	0.28333333333333	0.67666666666667	0.04	
id551	277.90191333	59.7167	0.31666666666667	0.68333333333333	0	
id571	303.46152257	60.4530	0.31301482701812	0.68698517298188	0	
id591	573.41735500	64.6167	0.016666666666667	0.98333333333333	0	
id731	414.13303333	60.2105	0.21052631578947	0.78947368421053	0	
id771	357.49582759	61.2069	0.22413793103448	0.77586206896552	0	
id791	255.88108148	60.3333	0.35185185185185	0.64814814814815	0	
id851	353.70054576	60.1017	0.3728813559322	0.6271186440678	0	
id871	338.66936441	62.4746	0.084745762711864	0.91525423728814	0	
id891	5.30648268	56.6959	0.71958762886598	0.28041237113402	0	
id898	172.24268500	59.3833	0.3	0.7	0	
id931	121.44965700	57.3333	0.64734299516908	0.35265700483092	0	
id951	230.25560333	59.5667	0.33333333333333	0.66666666666667	0	
id971	254.58782034	56.7119	0.71186440677966	0.28813559322034	0	
id991	137.05249279	58.1354	0.52838427947598	0.47161572052402	0	
