
id10	558.58816197	65.8451	0.056338028169014	0.94366197183099	0	
id20	314.06828048	61.6361	0.35903614457831	0.64096385542169	0	
id21	549.21072727	67.1515	0.10606060606061	0.89393939393939	0	
id22	162.95947412	59.7059	0.31764705882353	0.68235294117647	0	
id23	292.30163774	62.1509	0.056603773584906	0.94339622641509	0	
id24	31.94139278	58.6749	0.48984198645598	0.51015801354402	0	
id25	180.08018914	60.6017	0.27298050139276	0.72701949860724	0	
id27	223.99701667	61.1000	0.15833333333333	0.84166666666667	0	
id28	77.96512792	59.9167	0.28333333333333	0.71666666666667	0	
id29	537.66732364	64.4909	0.12727272727273	0.87272727272727	0	
id311	400.50849273	64.2727	0	1	0	
id351	168.53384407	60.3898	0.25423728813559	0.74576271186441	0	
id371	58.63315839	57.6074	0.52348993288591	0.47651006711409	0	
id431	78.75182345	58.5724	0.37931034482759	0.62068965517241	0	
id451	103.35105663	53.6747	0.51807228915663	0.48192771084337	0	
id471	154.79759667	58.9167	0.31666666666667	0.68333333333333	0	
id531	82.04947285	55.8698	0.50138504155125	0.49861495844875	0	
id551	249.14281333	61.1500	0.16666666666667	0.83333333333333	0	
id571	198.52355784	60.2857	0.27090592334495	0.72909407665505	0	
id591	564.01436667	66.0500	0.05	0.95	0	
id731	464.79011404	60.7895	0.2280701754386	0.7719298245614	0	
id771	368.41821864	62.6949	0.084745762711864	0.91525423728814	0	
id791	262.60838704	60.3889	0.2037037037037	0.7962962962963	0	
id851	288.28039483	59.6379	0.25862068965517	0.74137931034483	0	
id871	39.64338467	58.6633	0.44	0.56	0	
id891	10.25929113	58.3452	0.5	0.5	0	
id898	286.00892295	58.7705	0.44262295081967	0.55737704918033	0	
id931	152.97264211	58.4342	0.52631578947368	0.47368421052632	0	
id951	224.10515333	58.4333	0.56666666666667	0.43333333333333	0	
id971	146.35869483	54.4828	0.58620689655172	0.41379310344828	0	
id991	90.19175786	57.6451	0.5083179297597	0.4916820702403	0	
